BRCA1,BRCA2,TP53,ERBB2,ESR1,PGR,MYC,PIK3CA,PTEN,EGFR,AKT1,CCND1,CDH1,RB1,CDKN2A,MDM2,KRAS,BRAF,ATM,CHEK2,MKI67,BCL2,BAX,VEGFA,label
8.0394,6.9342,11.1265,13.0837,12.0675,9.637,10.7473,8.6444,10.6417,7.0398,11.9055,11.5793,11.7725,10.4018,7.0398,10.6565,10.5684,7.1061,9.8705,7.3168,9.7891,11.0685,9.678,10.4186,Cancer
7.7828,6.3067,10.5687,12.2379,11.9253,10.2602,11.4383,9.9837,11.5075,11.226,11.2819,11.4068,13.005,10.5908,4.8318,10.8673,10.1055,7.8184,11.011,6.9898,7.501,11.2271,7.8981,9.9842,Normal
7.1205,6.5576,10.4315,13.0721,13.5267,9.7597,9.8745,8.356,10.5507,8.2745,12.9782,12.9908,10.8137,10.0231,7.9131,10.6498,9.4171,7.0827,10.0211,6.4919,10.3576,9.9345,9.6453,10.713,Cancer
8.4057,8.1833,11.182,10.0022,6.6014,7.5313,10.7668,10.1951,11.282,10.0975,10.7198,12.2827,12.0637,11.1867,7.4342,11.0971,10.4831,7.5483,11.5112,9.488,12.2234,8.869,8.2497,10.3362,Cancer
8.2441,6.1345,11.1711,11.4104,8.329,3.7647,11.8041,8.5571,10.0287,9.1634,13.3327,10.7965,12.7951,7.3728,12.2481,9.5622,9.1041,8.2316,8.4069,9.1568,10.8393,6.8954,10.7995,14.6994,Cancer
7.7693,6.4045,10.4912,12.8844,12.4927,12.2591,10.9798,8.9567,10.1404,6.8483,12.1222,12.4526,13.0632,9.8645,6.9612,10.3427,9.7437,7.379,9.4858,7.2589,9.1604,11.6042,10.1041,10.1208,Cancer
9.786,8.3389,10.4537,13.4759,14.8819,11.6198,8.699,8.8631,11.783,5.1398,12.2831,15.1321,13.3038,10.5695,7.0809,10.9361,10.7744,7.6841,9.2457,7.2978,11.4613,10.7551,8.5086,9.1641,Cancer
9.4974,6.0944,11.0244,13.7381,13.3664,4.8231,12.0002,7.6917,10.1707,5.4071,12.8474,14.4501,14.0037,7.8649,7.9387,11.494,9.7975,6.8565,8.6087,7.5825,11.3614,11.5406,10.6463,10.4339,Cancer
8.2714,6.3707,7.7537,13.0803,4.3228,3.1051,10.9928,8.5983,10.1262,10.5541,11.3509,12.8167,12.3492,9.2085,4.2284,9.563,10.5222,7.6932,8.9796,7.9806,10.9059,6.2437,9.9104,12.4564,Cancer
5.0803,5.1375,9.981,12.0146,12.0749,9.4118,11.0729,7.4147,10.7983,6.8397,13.0827,12.1543,12.3396,9.697,7.092,10.5836,8.7637,5.9353,9.2391,7.6879,10.4587,9.493,9.7552,9.9048,Cancer
7.9155,6.3543,10.9978,12.4824,12.247,12.5139,12.0894,9.6127,11.2166,10.9166,11.5587,12.0296,13.37,10.1712,4.8721,11.2354,9.606,8.0601,11.01,7.3018,6.1963,11.0943,8.2786,9.844,Normal
7.4297,5.6431,11.0676,13.0116,14.0399,12.2068,11.5842,9.4394,11.3493,10.2129,11.6651,12.4529,13.9531,10.3955,5.3905,11.5039,9.9521,8.0352,10.1768,7.2738,6.7248,11.1709,8.0701,10.2471,Normal
7.2444,4.6483,11.5131,13.6137,12.3016,11.0775,9.4783,7.7699,10.6405,4.8578,13.054,12.7781,12.1698,9.6945,7.755,10.42,9.7861,7.0075,9.0518,7.9242,9.4612,10.248,10.4117,10.6681,Cancer
8.1176,7.3263,10.9193,12.7671,12.5661,5.5469,10.2251,7.8732,10.3725,5.7668,11.958,12.5284,10.4473,10.3107,8.7957,11.6265,9.8882,6.0902,10.1912,8.726,10.4748,13.157,10.1435,9.6844,Cancer
7.1478,6.2038,10.7888,12.16,15.6756,8.4295,11.2223,8.1939,11.3868,3.6072,12.4716,13.445,14.2134,10.7399,7.6371,11.4203,10.0337,7.1037,9.8684,7.6418,9.483,13.4805,8.8024,10.9534,Cancer
8.9022,7.2521,11.0664,13.3099,14.4619,12.1386,11.0792,9.3613,10.903,6.4005,11.8719,15.9008,9.0249,10.1999,6.2752,12.4936,10.646,7.2904,9.606,7.7391,11.1302,10.8178,9.4702,10.4506,Cancer
7.8181,6.7378,10.9165,13.111,14.5553,8.8853,10.8062,8.8322,11.0626,9.0552,12.1825,12.168,11.8193,10.1563,5.9151,11.4386,10.4648,7.2946,9.632,7.1986,8.4705,10.9285,8.4747,11.1951,Cancer
8.7901,7.3031,11.1358,17.1809,5.5907,4.7862,9.2859,8.6991,10.5354,6.4328,13.0809,10.6589,12.5602,9.5269,6.8946,10.1476,10.6656,6.3754,9.6537,7.7523,11.1732,8.4956,9.6631,11.143,Cancer
8.9143,6.8609,10.3545,12.0031,14.1117,12.0013,9.8198,9.3489,12.2933,9.1481,11.7112,12.9436,10.0287,10.657,7.1623,11.1168,10.494,6.6802,10.396,7.5947,10.8985,10.9334,9.1271,9.6204,Cancer
9.4755,7.6044,10.6921,12.2425,13.2919,14.7753,10.7918,8.7341,11.3832,7.2427,12.3684,14.5255,12.7729,10.3601,4.6973,11.0133,10.7147,7.2946,9.899,8.132,12.2189,11.5518,9.1776,11.0303,Cancer
7.4406,4.8141,10.7649,13.2919,10.234,10.273,12.087,7.9241,10.5045,6.0182,12.1029,12.3094,9.0955,10.0434,7.6959,10.0631,9.7571,6.4985,8.9177,7.325,7.6663,10.3292,10.6042,10.7361,Cancer
8.7728,7.1053,11.4917,13.3287,14.5503,11.4993,9.123,8.3384,10.8284,6.817,12.0259,14.6852,9.6637,10.3194,6.2006,11.7009,10.7099,6.9987,9.8411,8.1663,10.0511,11.7466,9.335,10.4859,Cancer
9.2226,7.9905,10.5668,12.3164,12.6508,11.1302,11.4291,8.601,8.5335,5.045,12.8946,15.9457,9.0064,9.5757,7.3127,9.7088,10.3288,7.8475,8.1686,8.7331,11.6349,9.7876,9.8623,11.2271,Cancer
9.4892,8.5498,11.4008,12.9876,14.5358,14.2709,12.1048,9.0642,10.618,5.0577,12.1801,13.9777,13.1477,10.2854,6.6062,10.8679,10.3762,7.7125,10.1855,8.4029,11.0821,10.0012,8.4114,10.5517,Cancer
7.9033,7.1956,10.3177,12.7908,13.0796,11.1645,11.6889,9.617,11.6791,9.7494,11.973,14.3103,11.1307,10.7405,6.3345,11.013,10.4529,7.6597,10.2083,6.283,9.4991,10.7619,8.3354,10.1795,Cancer
9.5335,7.6793,10.1013,13.3261,13.2756,12.3423,10.513,9.6572,11.4953,7.601,11.6298,14.0743,13.6231,10.3619,6.2548,12.1095,10.8394,7.9767,9.7598,7.4151,11.8108,10.1137,9.2446,9.2371,Cancer
7.179,4.8699,9.8157,10.4869,11.1831,9.3734,13.2678,10.5534,12.2593,11.4097,11.5276,12.3286,10.5715,10.6744,7.243,10.8183,10.0601,8.0148,10.4237,6.8994,6.4976,11.2493,7.9258,10.9807,Normal
8.2454,7.376,10.6304,12.7034,14.6218,13.1243,8.6559,9.6079,11.4422,7.9699,12.0062,13.0208,13.3838,11.0958,5.4822,11.6291,10.6181,7.7795,10.9684,6.5644,9.026,11.0738,7.8818,11.3288,Cancer
7.2966,6.7078,10.7232,12.3962,12.3685,12.1499,11.0315,8.9436,10.5845,7.0739,12.8582,13.1662,14.6061,9.9869,5.1179,9.9427,10.5158,7.2809,8.8693,7.3097,11.0638,11.7963,8.1324,11.6854,Cancer
7.1496,5.9326,10.7429,12.7832,13.1853,9.5309,12.0531,9.7095,11.2506,10.3,11.3798,11.8786,13.2319,10.4495,5.365,11.2319,9.9305,7.7653,11.0149,7.0995,5.8622,11.1229,8.1445,10.4777,Normal
6.8759,5.0118,10.0176,13.1609,12.077,10.5029,9.9756,7.7726,10.9721,5.2526,11.6967,11.5083,8.1253,9.1861,8.7419,10.5261,9.7068,5.7165,9.3103,8.055,6.1002,10.6194,10.0594,10.5177,Cancer
8.1819,7.5624,9.1197,16.5561,6.2058,5.9176,12.1596,9.0373,11.3644,7.7807,13.1837,10.5312,13.8668,9.5236,7.5971,10.3941,10.7384,6.8776,9.3254,8.97,12.0397,8.1235,9.1563,11.5797,Cancer
6.9519,6.3362,10.7845,16.9531,8.3202,5.0556,9.061,8.7309,10.8708,7.6535,12.305,10.5493,13.9471,10.1515,7.0227,10.3359,10.1891,7.4676,9.5393,7.7999,11.2349,8.8943,9.0822,10.3935,Cancer
10.0223,8.7532,10.1552,12.6817,14.6355,12.0591,9.5324,9.3196,11.3584,6.6719,11.7402,13.8979,13.2641,9.4394,6.4819,11.4325,10.5827,7.7922,10.7195,8.6487,11.6736,12.2008,8.8192,10.9066,Cancer
8.9377,7.1396,9.097,11.9713,14.6299,12.6749,11.9524,9.8105,11.0543,6.7101,11.9713,13.6791,12.5131,10.1742,6.5531,11.1289,10.2184,7.8185,10.8389,8.6582,11.4931,9.3187,8.8788,10.3584,Cancer
8.8636,7.2943,10.271,15.1547,12.4982,9.3609,9.4446,9.1671,10.9682,4.4173,13.0664,15.2689,12.6774,9.559,6.5437,10.6958,9.8346,7.7201,9.7364,7.7686,11.4666,11.329,9.7891,10.307,Cancer
4.1343,8.6165,8.7673,11.8869,4.1716,4.971,11.5527,9.104,10.2776,10.277,12.3644,9.6722,12.3665,8.493,9.9806,10.8586,9.7988,7.4235,9.4799,8.9609,12.2189,12.5524,9.613,12.2368,Cancer
8.4277,7.1622,10.9324,12.8541,13.5986,13.2609,10.378,9.4904,11.1202,8.3843,11.8391,13.3308,14.1864,10.8365,6.2755,11.5854,10.3451,7.6388,10.5122,6.9614,9.6315,11.9087,8.6807,10.6532,Cancer
9.7917,8.3767,10.6829,13.5197,15.1473,11.0534,11.1122,8.926,10.3662,6.349,13.0087,13.6701,13.5596,10.5718,4.9564,10.8731,10.4573,8.3576,9.7127,6.6039,11.3744,9.6012,9.3412,10.6508,Cancer
7.3583,6.2132,10.1205,13.1324,12.7948,11.8911,9.8602,9.4303,11.8992,8.9066,11.8322,12.5649,13.2563,10.6482,5.7629,11.1418,11.2238,7.2266,10.511,6.7172,7.542,10.996,8.0021,10.7098,Cancer
6.2836,9.1367,9.153,13.2871,13.5424,9.5045,11.1993,9.4023,9.7169,5.7668,11.7828,12.4889,12.4044,10.1564,6.7413,10.8204,9.9453,7.2281,10.1895,8.877,11.7791,10.3081,9.4158,9.981,Cancer
8.9567,7.6989,11.5327,13.2459,12.0778,13.3896,11.2982,9.2411,11.3491,7.1494,11.9894,13.0048,8.7753,10.9387,6.1446,10.7425,10.8029,7.7623,10.9065,7.0244,10.3064,11.2088,8.6503,10.9856,Cancer
9.765,7.6381,8.8628,12.0,4.1535,5.6562,11.1908,9.1479,10.3132,9.2054,11.4575,12.595,13.1863,8.8922,10.355,10.8027,10.4039,7.8569,10.2543,8.7833,11.4969,8.6638,9.0324,12.9791,Cancer
7.5048,5.1439,10.769,9.5077,14.2711,5.7384,12.0512,7.8127,10.5016,3.4861,12.902,12.7373,13.2467,9.8505,8.8663,10.6264,8.8301,6.8661,9.2116,6.3982,9.285,12.0752,9.859,12.4447,Cancer
8.4308,6.9812,9.2203,13.6614,14.7042,10.482,8.8253,10.874,11.0803,7.9656,12.0978,12.7836,13.4759,10.6175,6.8239,11.1969,10.5691,7.1336,10.2833,7.189,9.723,10.1313,8.6514,10.3179,Cancer
8.3076,8.5387,8.7338,15.2499,14.6729,8.4058,7.7351,9.0103,10.2803,7.1227,11.983,12.8624,14.6351,11.1507,6.6691,11.0532,10.6909,8.1423,10.8631,7.8729,10.2237,12.7915,7.9953,9.2825,Cancer
8.5208,8.3589,11.2102,16.458,8.0815,4.506,6.6451,9.6024,10.7336,6.2304,12.5589,13.6407,15.7998,10.1762,6.8782,11.9775,9.5756,7.186,9.8069,8.203,11.5084,8.4464,8.8224,10.8278,Cancer
10.6293,9.5968,10.2996,12.9766,13.525,5.8913,11.7833,9.1739,10.2463,5.6416,12.1695,16.7265,14.4942,11.3805,6.7679,10.9899,9.3595,8.7947,9.8553,8.0355,11.6088,12.7082,9.5288,11.1199,Cancer
7.4667,8.0822,11.5092,10.581,7.3224,4.0998,12.425,9.7087,11.2177,13.7475,11.9844,12.5752,14.9492,10.8467,4.3143,10.7282,10.3369,7.5297,9.8721,8.4213,12.4749,9.565,8.8529,11.5894,Cancer
8.027,7.6806,11.5041,12.3207,14.5663,13.3555,11.7832,10.29,11.3121,6.0432,12.4305,14.0051,14.2806,10.8392,5.7309,11.8316,10.6703,7.5846,9.8293,8.1608,10.9984,10.2458,8.946,10.1745,Cancer
8.4848,7.6987,10.1555,13.2105,15.2194,12.2554,8.6863,8.9677,10.6859,5.2471,11.9936,13.7523,13.9782,10.4648,7.3521,11.3222,10.1909,7.5704,9.9644,7.1772,9.5078,10.4493,8.7874,11.8252,Cancer
8.2825,9.2457,11.6308,11.2686,4.1999,2.1795,11.2233,9.6956,9.9673,9.9704,11.42,11.2747,11.4221,8.9223,11.8896,10.8849,11.1039,8.8452,9.6174,9.6993,13.338,6.8392,8.9375,12.4628,Cancer
8.4699,7.2772,9.8978,17.0502,10.6465,9.949,10.0902,9.0296,11.0286,7.9184,12.8726,14.2061,13.6101,9.5801,7.575,10.2392,10.4926,7.0378,9.5024,7.1854,10.4699,9.7396,10.3409,11.9608,Cancer
8.1507,6.8305,11.4797,13.0025,14.0447,9.283,11.941,9.2424,11.0195,6.7964,12.0783,13.6334,13.4231,10.2632,6.779,11.1913,10.419,8.1009,10.3229,7.0744,10.3143,12.7299,8.972,11.3135,Cancer
4.3863,8.1795,10.7585,11.5007,2.839,3.2764,10.7919,9.4722,10.8383,9.9869,12.5519,9.4145,13.4053,8.1522,10.4579,11.2795,9.6498,8.8503,10.0335,9.1779,12.4826,10.9022,8.7796,13.8318,Cancer
7.9761,6.7759,11.1462,13.164,12.5423,12.7977,9.954,8.9158,11.1357,6.6456,12.1902,12.6111,12.2558,10.3587,6.5943,10.9715,10.7084,7.7459,10.382,7.641,8.5778,12.2528,8.806,10.8487,Cancer
8.6977,7.3298,9.4577,11.554,4.2477,2.6086,12.1878,8.7659,10.411,8.395,11.2046,13.2184,12.0429,6.9434,11.0438,10.187,9.9305,8.5451,9.3465,9.528,11.8706,9.8968,9.7831,12.3709,Cancer
8.6897,7.004,10.2333,13.3477,14.2704,13.0107,9.3662,9.4151,11.8969,7.871,12.8789,13.7913,13.321,9.8154,6.7381,11.0243,10.5665,8.0488,9.4837,6.2913,10.447,11.8852,8.6747,11.095,Cancer
9.1604,7.0874,11.2019,13.1742,14.6358,9.1312,12.3215,9.4193,11.4612,6.8265,12.2658,13.6951,13.359,9.7212,7.7845,11.8433,10.1305,8.2196,9.1241,8.4921,10.9929,12.9888,8.6138,10.7363,Cancer
6.5375,7.3433,12.2032,11.5402,7.5654,6.033,11.1909,9.1755,9.8209,8.2827,11.6417,11.8207,12.4396,8.8348,10.305,10.1612,10.075,8.411,9.1394,8.9166,12.0208,8.4418,9.6602,12.2011,Cancer
6.8001,6.4733,9.0705,11.4547,5.4975,3.5903,10.7863,8.9231,10.5661,7.7706,12.0037,9.5875,13.0339,8.9845,10.5637,10.6541,9.9966,7.3322,9.5126,8.5352,12.0271,7.8792,9.8738,10.7519,Cancer
7.2784,8.3843,9.2292,11.1873,7.6651,5.7701,10.9687,9.7763,10.8095,11.0314,11.5358,13.6238,12.7062,10.7635,8.1463,10.5236,10.7499,7.9768,11.0059,7.8896,12.2166,9.2128,8.5463,11.8612,Cancer
7.1298,6.6603,10.1429,13.0712,13.8356,11.9862,11.5298,8.6241,11.2041,7.7157,11.798,13.5733,12.5944,9.5081,8.5718,11.3231,10.8151,7.9936,8.7167,6.6234,9.9757,9.3814,9.2363,10.3015,Cancer
7.7537,6.1758,10.2708,11.8706,13.6094,9.6088,11.4829,10.0258,11.6779,10.9455,11.5858,14.0288,12.8315,10.295,5.3271,11.2937,9.7872,8.0073,10.2483,7.0889,8.2715,11.5092,7.8027,11.0079,Normal
8.7726,5.7255,10.512,12.6246,11.6413,10.0385,10.6135,7.0249,10.2582,3.4808,12.2456,14.7997,13.6682,8.4655,8.829,11.4153,8.8162,6.5757,7.7124,9.1115,10.3161,11.144,11.0049,10.8435,Cancer
8.6849,8.7626,11.2615,12.5942,14.7076,3.6057,10.1998,8.3486,10.2931,4.5052,13.0799,15.4885,13.9929,10.0621,7.0134,13.7683,9.4409,7.3842,8.5255,7.3351,11.5455,10.3259,9.926,12.6332,Cancer
7.0307,4.801,10.3797,12.1834,13.5634,7.9914,9.7257,7.7519,10.6089,4.801,12.7888,12.8021,12.9598,8.9566,8.61,10.5499,9.6428,5.7503,8.6031,7.3707,9.8953,9.237,10.9378,10.3977,Cancer
7.9443,6.8027,11.2633,12.7027,14.9483,10.8733,9.0935,8.9982,11.319,6.9482,12.0145,13.1983,13.8467,11.0242,6.6407,10.9771,10.5903,6.9521,10.0394,6.9521,9.688,11.319,9.353,10.4173,Cancer
8.5022,5.4483,10.9297,12.0376,14.1954,12.6481,9.1462,8.0449,9.1788,4.3923,13.0924,13.8479,13.1477,8.7726,6.1459,10.7559,10.2208,8.1071,7.9575,8.7853,11.7157,10.6577,10.1129,9.9299,Cancer
7.8101,6.7918,11.3666,13.0655,11.5421,11.1315,11.2389,9.3784,11.1988,9.2681,11.9678,13.0588,14.2501,10.389,7.2396,10.8795,10.0662,7.2877,9.2999,7.2243,9.6415,9.9915,9.2628,10.1028,Cancer
7.3755,5.1001,10.8181,12.8105,11.2985,11.1686,11.7124,8.4404,10.7942,6.7712,12.4283,11.9663,11.7696,9.7728,8.2867,10.0261,9.6139,7.0447,9.8708,6.8816,8.495,9.7118,9.8455,10.5867,Cancer
8.9913,8.1103,10.994,13.9081,14.9103,11.8094,10.8647,10.0741,11.5821,7.1243,12.0164,13.4951,12.7223,10.4782,6.456,11.2545,10.6404,7.239,8.2646,6.9306,11.4692,11.7976,9.298,10.128,Cancer
9.6034,7.1404,7.9,13.3831,14.0587,11.1993,9.356,9.3313,10.8142,3.9719,11.6551,14.7915,14.2068,10.2069,6.1115,11.2007,10.6226,8.0674,8.5522,8.4835,11.2672,11.2154,8.3498,11.5404,Cancer
7.6327,5.6928,10.5442,13.4383,12.7877,9.8206,9.357,9.1913,10.9555,8.5112,12.6681,12.681,13.1881,10.0102,6.6001,12.1758,9.4943,8.1398,9.1293,6.7359,9.1037,10.0321,9.1419,9.0127,Cancer
9.3662,6.3585,9.9264,13.024,14.4438,10.7867,10.473,8.8521,10.6836,5.6762,13.1075,15.553,14.2743,9.6063,6.9412,10.732,9.3256,8.1804,9.4979,7.0725,11.0267,11.8393,9.329,10.9346,Cancer
7.0384,5.8203,10.3999,12.3884,12.156,9.4802,12.7706,9.495,11.1664,10.1756,11.7325,11.9116,12.9026,10.3499,6.5831,10.7922,9.9417,7.4868,10.2302,6.2649,7.1583,10.8171,8.6809,10.8838,Normal
8.0861,6.6371,10.7612,12.9618,12.9471,12.7873,10.7964,8.899,11.1581,7.9327,12.2773,11.8923,13.9822,10.1248,7.0407,10.908,9.9007,6.9234,9.3801,7.9428,10.3762,10.9981,9.2551,10.0975,Cancer
9.2897,8.8884,8.6459,12.0754,5.8772,5.7697,12.0494,9.0636,9.6141,9.7841,12.5615,11.7319,11.4155,8.9925,9.4324,12.8244,10.8724,7.1178,9.7561,8.2953,11.3375,9.178,9.415,11.3275,Cancer
7.5911,7.7228,9.4694,13.4411,13.1412,7.3458,10.0105,8.5366,10.5099,6.6968,12.3638,12.093,13.1531,10.4523,6.8541,10.786,10.4618,8.4235,9.3917,6.896,10.5072,10.2132,11.1801,10.3527,Cancer
7.3942,8.5206,11.6764,11.6246,6.9911,7.629,11.904,9.5073,10.8531,9.095,11.9886,10.1843,12.6344,9.7429,10.8067,10.5644,10.3208,7.058,11.563,9.6659,12.4703,10.115,9.7153,10.0099,Cancer
9.1027,7.2671,10.2955,13.485,11.9417,9.1738,9.8943,9.4424,11.3842,7.3966,11.2152,13.1337,13.6634,10.7188,6.503,11.2571,11.2705,7.5205,10.6704,5.8715,9.1974,11.0291,8.5773,10.4999,Cancer
9.4718,8.4987,10.8772,10.9703,10.8434,3.8044,11.1772,10.0401,11.2064,14.66,11.6198,13.3363,13.3291,10.547,3.8668,11.006,10.0278,8.0196,9.736,8.6638,11.9736,7.7127,8.9226,11.1255,Cancer
10.074,8.4132,12.1564,11.3175,8.4514,4.7981,11.2541,10.6266,9.5282,11.4768,9.8201,10.7624,12.0071,9.2328,7.9851,11.0143,10.2704,8.4712,10.9592,8.8353,12.935,7.784,7.9256,10.9672,Cancer
7.6283,4.5076,9.8584,13.798,14.253,10.771,9.461,7.176,10.4983,3.5697,12.348,13.7933,8.436,9.0459,8.2794,10.4904,9.1769,6.2759,8.6968,8.2619,8.1559,10.8538,10.081,11.7224,Cancer
7.7298,5.66,10.15,13.6198,13.1172,6.5462,9.9383,8.5071,10.7932,7.2621,12.4258,12.314,11.1243,10.4841,7.9827,10.4442,9.7621,6.5511,9.44,7.4177,7.9845,10.9062,9.6243,11.0744,Cancer
8.2555,5.9077,10.5213,12.1103,13.9885,12.3581,11.4253,8.8408,11.4056,6.8667,12.3935,14.0728,13.5362,10.4329,6.852,11.581,10.2892,7.4765,10.5167,6.6548,8.4262,12.24,8.1664,13.4342,Cancer
6.6441,7.1568,10.9205,10.6394,10.1083,7.0632,10.1652,8.4143,11.1389,6.2662,11.8522,11.5957,10.0887,10.1965,6.5355,11.6028,10.0055,5.3618,10.711,6.8609,9.5293,11.1969,8.8714,10.3245,Cancer
8.9383,7.9984,10.9372,12.7855,13.4781,9.0201,11.18,9.1948,11.2451,6.0349,12.2314,13.4014,12.6505,10.9338,5.77,11.3241,10.3342,10.7611,9.9274,7.6593,11.3982,9.4132,9.5223,10.5503,Cancer
9.2261,6.6371,10.6457,13.5175,14.9693,13.3557,9.762,9.1935,11.3963,5.8482,12.0652,13.3719,13.1977,8.8688,5.3873,12.8409,9.7252,7.6161,9.0032,7.871,10.3772,13.1991,8.7278,10.1239,Cancer
9.2973,8.0036,9.9318,13.1309,14.6136,10.3029,8.0317,8.1681,10.6636,2.8874,12.1936,14.9061,13.6206,10.7974,4.1571,10.974,11.0385,7.4328,9.2007,8.0017,10.6205,12.0046,8.9108,11.4048,Cancer
9.8262,7.8068,11.0415,12.4127,14.1039,13.6718,8.41,8.9947,12.1183,5.512,11.7925,13.8297,13.9193,10.1982,5.9606,12.1018,10.6628,8.0998,9.1929,7.2095,11.7899,11.1686,8.3024,10.8748,Cancer
8.6009,6.7708,10.0738,13.5376,12.9117,10.699,11.251,9.0246,11.103,8.3038,11.3888,12.5428,13.2466,10.748,8.0709,10.9458,10.6885,7.0612,9.6145,7.4971,9.3909,11.8471,9.2023,10.6125,Cancer
3.2537,6.0288,8.2257,12.1838,4.7342,2.4647,13.3066,8.9766,10.0233,10.8295,12.8907,12.2735,10.4515,7.5339,12.4643,10.3924,9.5515,6.3373,7.5143,7.6539,10.8753,6.3193,10.7069,11.0608,Cancer
10.2255,7.8569,9.4937,13.5271,14.626,12.6595,10.7123,9.8285,11.2025,6.7591,11.0869,14.3675,12.5364,10.0321,6.1808,12.6764,10.9329,7.0365,10.8005,7.4786,11.3536,10.5612,8.6752,9.3883,Cancer
9.4076,6.966,10.9494,12.5365,13.9112,10.8667,11.1598,9.9653,10.4305,5.2851,11.8402,12.8992,13.3941,10.0943,5.3637,10.5169,9.83,6.986,8.7461,9.2541,12.0659,9.5631,9.2458,10.1552,Cancer
8.6745,5.317,9.3171,13.6403,14.3163,11.7636,10.1131,8.9315,11.1213,3.3883,11.8198,13.9605,14.582,9.9267,6.4248,10.8971,10.4183,7.044,10.2275,7.0862,7.8182,11.8795,8.5618,10.9894,Cancer
8.3286,7.1175,9.9026,13.1265,13.8059,11.5362,11.2781,9.1836,11.8462,8.861,12.763,14.0455,13.7425,10.2549,5.9628,10.7721,10.6363,7.6772,10.0168,6.6905,10.8242,9.1174,8.9019,10.0767,Cancer
7.4657,6.4775,10.8962,12.9755,9.9991,11.6626,12.3121,9.4744,10.9562,10.712,11.5908,11.9328,13.6324,10.2877,5.1131,10.5523,9.8069,7.538,10.4459,7.0863,8.7382,10.5197,8.5673,10.9509,Normal
8.6308,5.7114,10.4733,12.6073,14.469,8.7153,9.9782,7.3712,10.0152,3.6172,11.6299,15.9913,13.8045,9.6356,7.7703,10.9206,10.179,7.0117,8.1459,7.0067,9.8802,11.0996,9.7019,11.0685,Cancer
8.1157,7.7,11.2602,12.2887,11.9752,13.5273,11.3046,10.6955,10.7551,7.5097,12.258,12.5566,14.0888,10.6342,8.0607,10.6718,10.73,7.3791,9.6822,7.731,10.5126,8.6374,9.3468,10.4512,Cancer
8.6976,7.8694,11.3753,13.3416,10.2753,11.9226,10.5237,9.7258,11.1342,9.7258,11.4416,13.0717,10.1732,10.6792,5.5856,11.3242,10.2519,7.4584,10.6823,7.3487,10.497,10.9859,8.457,9.7928,Cancer
8.305,6.8239,11.191,12.9645,13.0305,11.4096,11.3446,9.4079,11.0497,8.6595,11.5916,13.0917,12.8092,10.3868,5.6075,11.2507,10.413,7.8682,10.9628,7.7564,9.2317,12.4764,8.7003,11.4138,Cancer
9.0959,8.5485,10.3865,9.9933,7.1563,6.1029,11.047,9.9912,11.1836,11.2598,11.1033,10.7605,11.4394,10.7291,8.5154,11.2057,11.0152,8.1784,11.6994,8.1564,12.2981,10.1559,9.2871,9.8461,Cancer
9.2615,9.9598,11.3392,11.9368,6.8215,4.8293,10.4643,9.3214,10.9993,12.2989,11.4482,11.7651,13.6759,11.6378,7.8617,10.6988,10.8661,8.0012,11.0479,8.6066,12.5691,8.2855,8.45,11.9814,Cancer
9.7257,8.3116,9.8529,13.472,14.277,13.4376,9.8578,9.622,11.5399,7.842,11.6853,13.7338,13.5907,10.9815,6.7345,11.5104,11.0971,7.7645,11.3722,7.4264,10.9008,11.6311,8.3605,9.4613,Cancer
9.5056,8.596,10.818,12.5222,13.1682,13.5977,8.9944,9.106,11.0731,6.9403,12.0133,13.5398,14.3083,10.9075,6.8422,11.2303,10.5627,7.828,9.7302,7.8973,10.7341,11.498,8.6053,10.1472,Cancer
8.7111,7.6546,11.0301,11.2044,11.0016,10.5794,13.1606,10.3224,11.9932,11.2712,10.1131,12.5824,13.1418,11.1777,3.8701,11.2634,10.4187,8.5403,11.8875,7.6695,8.7255,10.9738,7.0133,9.9233,Normal
8.2962,7.2621,11.1133,13.2826,13.0889,12.7726,11.2833,9.5476,11.2239,7.9181,11.6288,13.3604,8.2298,9.8317,4.8718,10.8105,10.7587,7.9241,10.5181,7.5803,9.0366,11.6253,8.5992,10.2338,Cancer
8.5438,7.3815,9.6832,15.3167,9.0012,3.7851,12.2291,9.2323,10.8791,7.8526,11.0874,11.5187,14.3518,10.4905,5.4779,10.0618,9.9308,7.5367,9.3374,8.8165,11.7604,7.4416,8.8391,12.2259,Cancer
9.3107,7.6109,9.9587,12.7586,13.92,9.4962,10.4226,9.2505,10.8367,6.4332,12.4551,13.1429,13.832,10.7639,6.5389,11.5457,11.1036,8.0125,9.75,7.6562,11.2321,9.3649,9.4178,10.9967,Cancer
7.3273,5.7521,10.9635,12.1267,11.6919,10.9061,12.3834,9.4466,10.939,10.617,11.6514,12.2127,13.0427,10.0754,5.946,10.9822,9.8438,7.526,9.8707,7.2858,8.2705,10.948,8.3969,10.1595,Normal
7.4007,3.9256,10.9778,12.6778,13.1234,7.7621,10.753,7.1594,10.0607,2.8697,11.2098,14.8109,13.7723,8.547,7.1191,10.0766,9.02,6.2464,8.2768,8.5256,9.7172,10.5296,10.721,9.6106,Cancer
8.2031,5.0639,10.0151,12.6341,13.0133,5.0458,9.7385,6.3597,10.1475,3.0855,12.6918,15.1108,13.3934,8.5507,8.759,10.2,9.1328,7.2754,7.2638,8.2649,10.47,7.5466,10.6726,9.9328,Cancer
