BRCA1,BRCA2,TP53,ERBB2,ESR1,PGR,MYC,PIK3CA,PTEN,EGFR,AKT1,CCND1,CDH1,RB1,CDKN2A,MDM2,KRAS,BRAF,ATM,CHEK2,MKI67,BCL2,BAX,VEGFA,label
7.6716,7.0104,11.3274,14.9553,11.8499,10.5705,9.1904,9.0947,11.5795,6.8816,12.6357,13.3429,12.8459,9.8224,8.5866,10.1332,9.3825,7.078,9.1612,8.6058,10.5504,8.8703,9.5533,11.2781,Cancer
8.7481,7.5991,11.1586,12.2367,14.1468,10.2667,9.6439,8.7942,11.3214,5.8836,12.4693,13.4719,13.696,10.132,6.6129,11.1467,10.5279,8.1553,9.6057,7.5086,12.0368,9.5182,8.6323,10.7566,Cancer
9.1766,7.3403,10.9706,15.5638,7.4279,5.4989,10.4639,8.9121,11.2164,7.4482,12.2798,12.6345,14.2955,10.1581,8.6706,10.1411,9.7928,7.2889,9.8164,7.7631,11.1577,8.6778,9.2734,12.148,Cancer
8.3955,5.0228,10.1093,13.1348,13.9117,11.3748,10.988,8.828,11.0193,5.4862,12.165,12.5789,14.8477,9.9222,6.2266,10.8765,9.1177,6.8511,8.799,7.1523,9.4837,12.2987,9.0032,12.6828,Cancer
9.158,7.3772,9.6039,12.6815,14.9118,10.3839,10.8968,8.4771,10.6746,4.1516,11.7998,14.7898,13.0591,10.8321,6.022,11.6258,10.1142,7.7209,9.0749,7.5851,10.2455,11.542,8.887,11.4346,Cancer
8.0828,4.5668,11.4523,13.2925,11.3975,12.2643,11.2112,6.7324,10.8728,4.5942,12.2509,13.2942,9.9759,8.6392,8.3788,9.9992,9.3727,6.4245,8.5941,8.2011,10.9446,10.0182,11.0836,9.5012,Cancer
9.6017,8.1694,10.3154,13.8864,13.7792,13.1746,10.4955,9.1284,11.1306,7.9996,11.5837,13.596,12.4983,10.7658,5.7323,11.0673,11.2711,8.4096,10.6462,8.2109,10.9485,11.9671,8.2593,10.4946,Cancer
9.9217,8.2683,9.9533,12.9465,14.78,8.3595,11.3464,8.8306,10.6894,6.2254,11.9378,15.0786,13.2588,9.5943,6.0921,11.5838,10.0263,9.955,9.416,7.9511,10.7212,10.8126,8.332,10.056,Cancer
7.636,7.8442,8.8088,11.2718,13.9334,5.8058,8.2712,8.5976,11.1141,7.2034,13.2708,12.813,13.4216,10.4277,6.0457,10.964,10.7017,6.413,9.9089,7.7407,10.3003,8.2109,9.2233,12.5439,Cancer
8.3423,5.6787,10.4221,12.7886,12.2122,11.0367,10.7887,8.6931,11.1557,9.1824,12.8971,14.2357,13.8773,9.1521,5.0598,10.7697,10.0086,7.438,8.7148,7.4579,10.0287,9.9604,9.1679,10.2842,Cancer
8.6805,6.5776,11.3287,12.4984,5.2501,2.6809,11.4343,9.1824,10.9409,5.8998,11.754,9.8807,12.2327,7.8559,12.7441,10.1231,10.1106,8.5423,7.9439,9.2618,10.2053,6.3462,10.1095,13.0078,Cancer
9.0057,7.5389,11.1069,13.0265,15.0461,14.7313,9.8046,9.4612,10.9195,4.4323,11.6524,13.8275,13.4494,10.4342,5.8909,11.3546,10.3608,7.9406,9.9981,6.8446,9.9453,11.686,9.4842,13.6336,Cancer
9.0926,7.3388,11.3526,13.111,14.5606,12.5465,11.9021,9.0461,10.7939,6.4271,11.8225,13.3989,8.7115,10.2321,4.3385,10.5081,10.1454,7.9046,10.3425,7.4141,10.5927,11.6542,8.627,10.7272,Cancer
9.1701,7.0934,10.7657,13.2963,13.0067,12.119,10.5381,9.7856,11.0849,8.2188,12.5058,14.5308,14.1434,9.1613,5.6305,12.2973,9.9837,8.3809,10.6278,7.1389,10.9335,11.8566,8.0835,11.5076,Cancer
9.469,7.5966,10.3232,16.1648,12.1609,11.1986,11.4824,9.4464,11.2556,9.0482,11.6741,13.0438,11.5147,10.7208,5.5255,10.8886,10.5656,7.7544,10.4554,7.0298,10.1414,11.8161,8.5549,11.093,Cancer
8.7567,7.5274,10.885,12.0909,12.5664,11.8013,9.3703,9.1689,11.4415,7.6961,12.1836,13.0064,14.1134,9.9865,7.1579,11.7108,9.6708,7.5178,9.4176,7.5113,10.3058,10.2691,9.4133,10.1218,Cancer
7.9531,6.5414,9.377,17.5131,9.0929,6.9192,8.7414,8.2777,10.7235,7.7055,13.2919,11.722,12.251,9.6889,8.0186,10.3593,10.4406,6.7321,9.7604,7.7309,10.8913,8.6215,10.1954,11.3841,Cancer
9.2438,6.643,10.4642,12.2541,14.8541,7.6178,11.746,9.2527,10.9389,6.2282,11.1971,10.7016,12.4446,10.3855,8.9436,12.4847,10.1637,6.2557,9.5706,7.3686,9.7103,11.8474,9.1443,11.1769,Cancer
9.689,7.3595,10.2685,14.0753,14.9845,4.0896,11.1284,8.7072,10.2305,3.9019,12.0043,15.1996,13.9227,9.9367,6.0507,12.4356,9.4607,8.1183,9.2686,6.5206,10.5615,12.7298,8.9325,12.3798,Cancer
9.664,8.8354,8.9234,12.5904,8.1975,3.5004,9.0661,10.0815,9.0249,10.2172,10.9337,11.7424,14.8768,10.1528,5.4015,12.2944,9.8609,7.6569,11.2521,7.5013,11.5555,8.8868,8.782,11.1811,Cancer
5.9656,3.8181,10.6587,13.449,13.6165,1.7451,8.335,7.2531,8.9965,1.5927,12.6817,13.2445,8.3365,8.4805,6.253,10.3732,9.8307,7.2752,6.6262,7.5965,6.6163,9.2088,10.6201,9.361,Cancer
9.2524,7.8064,10.136,13.1993,13.1544,11.5008,9.6866,9.3139,11.1244,10.2137,12.0313,13.7168,11.5136,10.3073,4.8937,11.2403,9.9447,6.75,9.9294,7.2482,11.3641,11.0712,8.4389,9.8204,Cancer
8.4031,6.9034,12.3188,11.1915,6.8761,4.4709,13.7843,8.8082,10.1286,8.3056,11.7126,11.5692,11.4512,10.6367,10.5852,10.2691,9.8352,6.5748,9.6274,9.2095,11.3955,8.8559,10.7579,9.6982,Cancer
7.535,6.136,10.781,12.8409,13.2706,10.3476,11.3937,9.7818,11.4901,10.9996,11.4095,12.2747,13.4383,10.413,6.0644,11.0984,9.8263,8.1741,10.8803,7.077,6.6355,11.1172,8.0106,9.7889,Normal
8.164,7.1045,10.6715,13.0642,11.416,13.4977,11.9532,8.9856,10.954,8.6976,11.6033,15.5849,9.4565,10.5806,7.5786,11.6852,10.2338,7.125,10.7181,7.7388,10.2277,10.1553,9.8656,11.3575,Cancer
7.5927,7.0182,10.7689,11.5507,11.6847,12.8268,11.3098,9.5378,11.691,9.5656,12.1112,12.7807,11.4143,10.8222,6.455,10.959,10.5222,7.5584,10.467,7.2397,10.4787,10.7851,8.7547,10.3323,Cancer
8.7712,7.3344,10.7956,13.3862,13.8829,12.7765,10.2467,9.1911,11.3514,6.6866,11.1157,12.765,12.3047,10.4307,5.1998,10.8523,10.4041,8.4673,10.8899,7.3606,9.629,10.033,8.5555,9.5428,Cancer
8.9196,6.8522,11.2332,13.55,11.7969,6.7786,10.6564,7.9038,11.0918,3.9185,12.1405,14.7797,14.1665,9.6127,5.4032,10.8791,9.7548,6.9224,8.3662,9.1295,9.8993,10.441,10.4306,11.7011,Cancer
7.8087,5.5492,10.125,13.5016,12.9306,5.2878,11.2273,8.3014,10.412,6.0533,12.0493,14.3176,9.4825,9.4995,7.6558,10.3182,9.6663,7.3077,9.4944,7.523,9.1829,9.8157,9.2536,11.215,Cancer
6.8258,4.7811,10.9097,13.2334,13.6968,12.9388,7.5047,6.9135,10.811,1.9664,12.5685,12.6822,12.2974,9.7943,5.3019,10.3959,9.1967,6.0218,8.5808,7.7986,7.8338,10.2501,9.2428,9.9723,Cancer
9.4122,8.9133,11.8211,10.834,7.5561,4.3733,12.0472,9.791,10.9872,9.6419,11.2977,13.0611,12.9033,9.9077,9.5202,10.5594,9.9819,8.1872,10.6573,8.661,12.2888,9.741,9.07,10.9533,Cancer
9.8559,8.4866,11.8084,13.4211,13.6413,4.3737,10.6013,8.9232,10.3869,7.1245,13.2233,12.7646,14.2681,10.8066,7.0164,11.9153,10.2232,7.5596,8.0433,9.2128,12.0694,9.8915,7.9655,10.6214,Cancer
7.6505,5.8541,10.71,12.4308,12.5274,9.9374,12.179,8.7425,11.0255,9.7145,11.989,13.2455,14.0323,9.8188,6.2335,10.4227,9.4523,6.8705,9.3483,7.3038,9.1911,10.4691,8.4392,10.2761,Normal
7.8356,7.1229,9.7933,12.5689,13.4306,4.7728,9.8642,9.1172,11.0675,6.7607,12.2033,13.1357,12.6568,10.2596,7.5791,10.6173,10.4859,7.3762,10.7016,7.4014,10.1121,11.2965,9.4709,12.0742,Cancer
6.9959,5.4869,11.1928,12.7495,12.3262,10.2465,12.4945,9.1743,11.5555,10.4782,11.6807,12.1269,13.4856,10.3168,5.6532,11.0161,9.6505,7.2945,9.8956,6.9157,8.2365,10.9104,8.4146,9.8081,Normal
8.7852,5.7585,9.8985,12.7147,12.7488,5.867,9.3072,8.4599,11.131,6.6486,12.0362,13.8868,13.5375,9.8469,7.528,11.6989,10.4618,7.4702,9.0431,7.2618,11.0866,8.8844,9.7567,10.2056,Cancer
9.1944,7.5092,11.1185,12.5133,14.1732,13.8565,11.2995,9.1895,10.8747,6.5171,11.7598,13.9994,14.4906,10.0908,6.7796,12.2087,10.7722,7.0587,9.4271,7.3249,10.0706,11.2026,9.1232,11.0261,Cancer
8.1871,5.8442,11.4038,13.4229,12.7984,12.8562,11.0596,8.1752,10.4756,5.9518,12.0741,12.1662,13.8996,9.4074,7.3009,9.6224,9.4609,6.9239,9.7251,7.5425,9.7761,9.177,10.1098,11.0898,Cancer
8.591,6.2817,11.5951,10.5058,5.5024,6.1227,12.4947,8.3936,10.2751,11.7356,12.1496,11.3509,6.4764,8.699,11.3878,9.8641,9.1575,6.9615,9.4363,8.2232,11.25,7.3126,10.6269,11.5365,Cancer
10.0162,8.5851,10.3596,13.3623,13.6049,11.6399,11.1507,9.7698,11.2499,8.1001,11.5756,14.4791,12.7414,10.6848,7.0131,11.1086,10.7981,8.0364,10.7861,7.7909,11.3502,11.537,8.471,10.1981,Cancer
9.6369,9.082,12.2434,12.6541,12.0726,4.3595,11.9243,9.9999,11.2019,10.8112,11.7162,12.8382,10.8631,11.2414,11.5106,10.2679,9.9327,6.8593,9.6023,7.5365,13.4526,10.3752,9.8301,10.8532,Cancer
7.4626,4.1061,10.273,13.8326,13.8325,11.7329,8.5096,7.064,10.2883,3.7187,12.0901,13.4531,11.7017,9.2653,7.5275,10.0737,9.3338,4.747,8.2842,8.075,8.9251,10.1471,10.2959,11.4813,Cancer
8.0491,5.87,10.1289,13.0915,13.7446,13.7237,8.8675,8.2584,10.1015,4.619,12.5811,12.768,12.8402,10.0862,6.6594,10.6626,9.7356,7.917,8.8688,7.0227,9.9064,12.4068,10.0187,11.578,Cancer
9.0473,7.966,10.6998,15.398,14.2958,10.2477,9.0314,9.1856,11.3071,5.6261,12.3355,15.5688,13.5467,10.1151,5.9905,11.6143,10.6755,8.2748,9.6363,7.3193,11.9163,12.0284,9.3867,10.5121,Cancer
8.4189,7.3107,10.3318,12.9372,15.2823,8.3842,11.1131,10.1008,10.179,5.2037,11.6282,13.2752,13.4869,9.4362,6.4714,12.3202,10.2091,9.2226,9.9927,7.7863,10.7159,11.4775,8.8689,8.647,Cancer
7.5429,7.0183,10.2665,13.1935,11.8963,9.4246,10.6508,11.2074,11.5501,9.0111,12.2324,12.3619,14.3026,10.2161,7.6511,10.6504,9.8385,7.3836,9.8326,7.4535,10.0027,10.6422,9.3967,10.8569,Cancer
7.641,6.5423,10.5722,13.5773,11.4851,11.9462,11.1297,9.5723,11.4782,8.2301,11.803,12.0212,11.5716,10.8574,6.7791,10.5336,10.1712,7.7785,10.8062,6.0962,8.7682,10.5901,8.6538,10.6394,Cancer
8.1136,9.3927,10.8378,11.5112,11.751,8.4668,10.5771,10.627,11.6863,10.4557,12.1483,13.0294,14.5591,10.7671,5.2817,12.0761,10.8104,8.8464,10.3587,7.6647,11.8123,10.1374,8.9435,10.2673,Cancer
6.0581,3.7909,9.5246,8.9545,7.832,6.2863,12.2442,9.9665,12.7836,11.2561,12.0226,9.1578,4.5308,10.1315,3.6339,10.2049,9.1097,7.7908,9.6113,5.2784,4.7759,10.7815,8.0418,12.1637,Normal
9.7227,7.0268,11.0444,12.7227,11.1099,9.5851,12.0414,8.8236,10.168,5.7518,11.546,12.4166,13.196,9.4455,7.0937,10.3131,9.9187,6.5735,9.3133,7.7915,10.6863,8.4164,9.3921,10.8406,Cancer
6.7863,5.7074,11.7174,10.9011,5.3354,3.7549,12.1422,8.8408,11.1906,7.3197,12.316,12.7606,12.6438,9.9399,7.0808,11.4039,9.6321,6.137,8.7495,7.7507,11.0471,7.375,9.7582,10.6549,Cancer
8.1387,6.9141,10.9392,12.566,11.6897,11.4153,12.2135,9.9858,11.5754,10.9921,11.2637,12.618,13.8384,10.4841,4.4252,11.1605,9.882,8.2696,11.3339,7.4385,9.1983,11.639,7.876,9.616,Normal
7.991,7.6397,10.7932,11.7234,14.7282,9.219,8.6058,8.3,10.9118,5.5763,12.5748,14.2297,12.7418,9.7153,5.9775,10.6781,10.2975,6.4289,9.4324,6.9564,11.3957,10.2469,9.0737,11.3214,Cancer
10.042,7.4785,11.1301,13.7422,14.8768,11.8283,11.1613,9.9559,10.5551,7.0268,11.5522,13.3396,8.8073,9.6281,3.8991,11.0225,10.9437,7.6733,10.0994,8.004,11.0819,11.6705,8.9844,10.7124,Cancer
7.7445,7.1103,11.1421,11.7598,11.6751,11.6451,13.1509,9.8915,11.7952,11.1976,11.0655,11.8343,13.3057,11.017,4.0347,11.0854,9.9152,8.1567,11.1075,7.3569,7.9082,10.9537,7.4371,9.6169,Cancer
9.5221,6.5454,9.8414,13.6813,14.88,8.3818,10.2854,8.9325,10.2854,7.282,11.6355,15.1116,15.615,10.5041,5.9021,11.9808,10.7076,7.3646,8.7164,7.3444,10.6422,10.6063,8.9223,10.415,Cancer
8.2042,6.8555,11.2587,12.5328,11.7938,12.4435,12.8458,9.6209,11.4896,10.8663,11.4041,12.4483,13.6089,10.5705,4.8171,11.095,9.8628,7.7458,11.023,7.6714,8.6571,11.0206,8.034,10.2015,Normal
7.4972,6.1462,10.3269,12.1082,11.9107,11.1944,11.8341,10.1342,11.6643,10.836,11.2581,12.0056,12.788,10.7283,4.808,11.0266,10.2016,8.1348,10.9753,6.5431,5.7754,11.5728,7.8509,10.2836,Normal
8.4874,7.4493,10.816,13.0842,14.2608,12.8256,9.9474,9.4736,11.097,8.8332,11.7752,13.0398,14.1415,10.7947,6.4507,11.8103,11.0045,7.839,10.4209,7.4321,10.1803,11.4407,9.1228,9.6196,Cancer
7.3592,3.8912,9.4013,9.39,9.6451,8.4139,11.2835,10.4809,12.1529,11.4073,11.8454,12.6565,8.5802,10.55,7.1714,10.7355,9.8417,7.8155,10.0817,5.2011,5.2562,11.3917,7.4248,10.9012,Normal
9.4033,8.3903,8.8792,10.8198,6.1078,3.9737,14.0237,9.3081,10.5562,9.2097,11.1871,11.343,12.0912,8.3309,10.6354,10.6705,10.6258,7.7014,8.9894,8.7372,12.789,9.7109,9.0902,10.5819,Cancer
8.835,4.5849,10.5254,12.9081,13.6977,12.0881,10.8899,8.1385,11.2823,2.273,11.4641,14.0017,13.1949,9.7468,7.8901,13.4163,10.2873,6.1682,9.6295,7.8755,9.9436,11.9287,9.0472,11.9336,Cancer
8.2859,7.7906,11.5743,11.7725,8.7781,7.9313,10.9277,8.9877,10.2384,9.0996,11.5933,12.6744,13.173,10.1123,5.6654,10.5442,9.5582,7.4703,11.3574,8.3992,10.8147,9.8363,9.8624,10.6129,Cancer
7.9361,5.6036,11.4568,13.47,14.9559,11.3683,10.6785,8.5365,10.0719,3.6522,12.5151,15.4825,13.1526,9.4924,9.0395,10.798,9.1521,8.0422,9.2075,7.1325,8.0925,11.2904,9.4771,11.546,Cancer
7.6429,6.667,10.5058,11.5951,11.2882,10.8151,10.3071,8.6979,10.9871,8.4356,12.3779,13.6003,9.2412,10.0473,8.0932,10.838,9.828,7.442,10.0531,7.4576,10.3163,9.7101,10.0684,10.083,Cancer
7.995,6.1527,9.5212,14.0147,10.5601,9.4977,13.047,8.7091,10.6627,8.693,12.1838,12.3862,11.4075,9.6269,7.0812,10.4767,9.9225,8.3931,10.1373,7.5795,9.314,9.5013,9.4606,11.9869,Cancer
10.0262,7.3554,9.0287,13.6074,13.5552,11.5088,7.7656,8.5457,10.9891,3.8446,12.4624,13.5817,14.3484,9.7322,7.5824,11.8508,8.6692,6.7592,9.2811,7.5434,10.2179,12.6989,9.8579,12.8318,Cancer
7.6405,5.3734,9.714,9.9796,10.1934,9.2599,12.2322,10.752,12.4896,11.6899,11.1119,10.4367,10.7318,10.8442,6.2489,11.0057,9.788,8.0955,10.9724,5.9591,5.789,11.5987,6.7547,11.3277,Normal
9.2022,7.821,11.7658,11.5072,5.0943,4.2642,10.1306,8.7708,10.1276,7.6868,12.1602,9.93,11.9153,8.5019,11.3032,10.6035,10.2305,7.0873,9.3197,9.2193,11.4283,7.316,10.049,11.9245,Cancer
7.4431,6.7426,10.228,12.1098,14.608,12.5106,9.0975,9.5979,11.2093,8.0964,12.5868,13.3247,13.4861,10.3224,7.06,11.3422,10.4886,8.0813,10.3172,6.9808,10.0157,11.6173,8.9138,10.8647,Cancer
10.4271,8.6391,8.1003,12.9376,3.0282,2.4045,11.3773,10.6595,8.0214,9.3233,12.1189,8.3898,12.9871,6.9753,8.4322,10.1057,10.8228,7.8204,9.174,8.5147,12.3488,6.5062,9.4361,11.9833,Cancer
7.4997,5.9139,10.2508,12.1478,12.8029,11.6794,11.8538,9.8126,11.5098,10.714,11.8588,12.9813,12.634,10.2666,6.3968,10.8218,9.7249,7.7513,10.274,6.8866,7.203,11.2299,8.4479,10.2872,Normal
9.9884,8.2795,10.2294,11.9081,15.2313,11.8713,9.9005,9.1614,10.8934,5.6761,11.965,15.0381,14.4064,10.5706,4.07,12.1367,10.4215,7.7833,9.5303,7.229,12.0999,11.968,9.0273,11.3383,Cancer
8.3353,8.7464,8.6285,12.2176,11.0934,6.6941,10.7439,9.3169,11.2338,6.5303,12.922,12.5418,12.7094,10.4751,7.1342,10.85,10.2671,6.6433,10.3527,8.0137,12.4475,7.7268,9.0129,12.1813,Cancer
8.0426,6.2799,11.2419,13.1409,14.3594,12.0866,9.9998,8.072,9.0369,6.0471,12.3092,13.0749,12.8822,10.0464,7.1361,10.6405,10.6447,6.6768,9.1423,7.1324,9.9055,10.9733,9.3251,10.3665,Cancer
7.6547,7.4132,10.0393,17.0281,10.3067,6.8678,9.1397,9.1059,11.6785,8.2356,12.6048,12.9945,14.41,10.82,6.4452,11.4155,10.6522,7.7966,10.2016,7.4042,9.5951,9.6166,8.762,12.4357,Cancer
9.0748,8.4164,11.3579,17.5708,13.549,6.5966,8.2037,9.1414,10.9243,6.6498,12.1164,14.6324,14.3757,11.2544,5.7607,10.7121,10.2059,6.8625,9.7791,8.0474,11.8378,9.3318,8.922,12.0423,Cancer
7.6215,5.3694,11.3708,15.533,10.092,11.2024,12.3428,8.2383,10.8351,8.7499,12.3074,12.4972,13.6622,9.8236,5.3847,10.485,9.0968,6.4355,9.3422,7.841,8.828,9.9602,9.4058,10.2256,Normal
8.9628,8.2082,11.6068,12.4104,10.4282,11.8523,12.813,9.3104,11.5069,11.2337,11.8205,12.9287,13.186,10.3116,4.5777,10.5659,9.6165,7.8818,10.9616,7.9462,11.8897,10.4808,8.7357,9.9368,Normal
7.118,5.9807,10.7725,12.894,10.5651,9.0243,12.7199,8.7289,11.0471,9.7495,11.8605,12.3015,12.4929,9.8701,7.5503,10.2278,9.6993,6.6481,10.3519,7.0192,7.6724,10.6802,9.0544,10.4583,Cancer
7.8714,8.3422,10.4372,17.2142,7.5109,5.8899,8.205,9.077,11.3885,8.2759,13.3249,12.166,14.8836,10.0811,6.8796,12.2014,10.1446,7.2246,10.4048,6.8879,11.5679,9.6111,8.8173,10.1643,Cancer
7.7078,6.1117,10.8976,12.9719,12.4775,12.3971,9.0467,7.6595,9.2821,6.9904,13.1611,12.8989,9.3069,9.9893,6.9754,10.585,9.8831,7.6359,9.4483,7.4402,9.2208,9.6406,9.8831,11.9693,Cancer
8.9459,6.9622,10.118,13.3789,14.5896,12.8934,10.1013,9.4253,10.7772,7.2465,11.3694,15.3497,13.3293,10.3202,7.2496,10.8782,10.1516,8.2433,9.7861,7.1732,10.4618,11.918,8.9696,9.9115,Cancer
5.2366,9.9699,7.9312,11.7898,4.9191,3.8904,10.9361,10.6133,10.2944,7.7875,10.8889,8.9945,11.6729,8.8988,9.7634,11.2829,10.9939,8.4931,11.5336,9.3571,13.3981,9.8111,9.2376,9.5552,Cancer
8.8177,7.0841,10.428,13.2671,14.9881,12.3342,7.6749,8.1934,11.556,5.0649,10.7472,10.5179,13.6229,10.0988,4.8946,11.1889,10.3598,7.5204,9.5901,7.1957,9.8539,11.5342,8.4188,10.2684,Cancer
8.8273,8.3017,10.3779,12.6697,12.6707,12.8435,11.0836,10.268,11.8059,9.3217,11.9367,14.7338,13.5538,10.8254,7.6756,11.2867,10.6607,7.4461,9.6228,7.5395,10.9178,10.1436,8.6032,11.0462,Cancer
8.1573,6.186,10.4942,11.7001,14.349,10.1673,10.1859,8.7309,10.6513,2.8503,12.1705,17.0961,13.4094,9.839,6.7054,10.8413,9.3856,7.7544,7.9612,7.489,10.9971,11.6062,9.4734,10.1794,Cancer
10.6574,5.0631,7.6065,13.486,13.4437,9.7079,13.188,9.5367,11.012,5.1792,12.2234,8.6828,12.2472,8.6097,9.0382,10.847,10.6898,6.826,10.2709,8.0543,11.9983,10.9628,8.9422,9.5317,Cancer
6.9559,8.8219,11.5068,11.8593,5.2328,4.9269,10.9597,9.8334,9.5378,11.2187,11.6699,12.902,12.9662,8.8712,10.5418,10.6985,12.6495,7.926,9.6979,8.6691,12.2166,7.2433,8.9641,13.7212,Cancer
7.345,5.6187,10.6378,11.9873,12.9813,6.3612,10.031,8.2462,10.7113,6.8594,13.0194,12.7507,8.3664,9.4829,7.3263,10.4171,9.915,6.339,9.8066,7.4523,10.0275,9.5705,10.0875,10.7932,Cancer
4.4081,8.0475,11.6512,13.1103,6.7942,3.3389,11.011,8.0319,7.9461,9.2017,12.9823,12.1148,13.6205,7.4753,10.3082,10.3278,10.2019,7.9856,7.9004,9.6637,12.4357,6.0987,9.5716,12.4602,Cancer
9.3606,7.4253,8.6332,13.5129,12.7778,9.1539,10.0905,9.7131,10.925,5.153,11.8625,13.5625,13.0959,10.2543,5.7782,10.7451,10.6987,6.6074,9.6062,7.9652,10.9958,9.5322,9.5823,10.3862,Cancer
8.5741,9.3811,10.7006,17.4708,6.5221,4.651,8.8165,9.0401,11.0165,6.5267,12.6865,9.9786,13.7276,8.9226,8.8782,10.7288,10.5609,7.691,9.7547,7.8668,12.9532,8.1043,9.0924,11.2921,Cancer
9.1335,8.7026,10.6294,13.5185,10.8235,4.8678,7.4171,9.2639,11.2923,6.8209,12.5651,13.1778,10.4706,11.0147,5.5477,10.7265,10.7755,8.1352,9.4596,7.6689,12.298,11.0052,8.4542,11.3682,Cancer
7.3286,5.4297,10.9259,13.0998,12.5404,12.1982,11.0385,8.9516,11.2963,9.5812,11.9388,12.4345,13.6142,10.1991,5.6051,10.998,9.7827,7.2835,10.0671,7.0337,7.2749,10.9941,8.4661,10.5893,Cancer
7.5281,6.6617,10.8351,11.4311,14.2316,9.9475,9.9013,9.0191,11.3344,7.6588,12.4393,14.5966,13.4337,10.6561,7.8876,11.396,10.7151,5.954,8.9119,8.3034,11.1791,11.2187,9.2484,9.7226,Cancer
8.7029,7.8461,10.5436,13.0021,14.5698,10.7465,9.193,9.6966,11.6949,8.2,11.5844,12.0913,12.5248,11.0683,6.4822,11.4545,11.2836,8.6581,10.4874,6.5974,10.5577,12.0698,7.9991,9.2176,Cancer
8.0578,6.3225,11.0346,11.9601,10.5972,11.2187,13.1667,9.4829,11.339,11.0166,11.5436,12.6512,12.7723,10.3103,5.4971,10.3483,9.8057,7.5502,10.3869,7.3008,8.0578,10.8379,8.0852,10.6907,Normal
8.4148,6.3722,11.111,12.4506,11.0372,11.8464,11.1724,8.2913,10.2139,6.5149,11.9462,12.1989,11.6261,10.2687,7.5436,11.1177,9.7263,7.1135,9.9194,7.816,9.5482,10.1866,9.625,9.9401,Cancer
7.7521,6.2381,10.4643,12.2072,12.4393,9.4437,11.5268,10.1965,11.5453,11.4928,11.378,11.7995,12.8706,10.2999,3.4364,10.8542,9.8268,7.9463,11.1139,6.8147,6.8106,11.5751,7.8325,10.3933,Normal
7.7376,6.8036,10.931,11.5932,12.4881,11.3094,11.5512,9.5805,11.4555,9.1128,12.3589,12.1956,13.8788,9.9063,7.8849,11.0604,10.5889,7.2879,9.7753,8.3223,11.5244,11.6283,9.401,11.2381,Cancer
7.0403,5.5658,11.0328,11.9036,5.5521,3.9738,9.7128,8.9947,8.9263,9.0768,11.7334,10.6028,13.0168,9.1283,10.3821,10.014,9.3584,7.9385,8.8021,8.3566,10.5133,7.3354,10.1413,13.0992,Cancer
7.1781,4.9047,10.0353,9.7076,8.1599,6.5036,11.7871,9.5987,11.5714,9.383,11.6484,11.6329,4.0068,10.3645,5.414,10.3922,10.0939,6.6586,9.6704,7.1661,6.979,10.2936,8.7965,9.8084,Normal
7.9049,6.1075,11.3304,12.3444,13.4446,9.9406,9.7226,7.6173,10.9009,6.2104,12.3859,12.2769,12.4267,9.87,6.7833,10.6423,10.2328,6.9109,9.1496,7.7313,10.1123,9.8908,10.5696,10.8832,Cancer
9.8142,7.5518,10.0677,14.0639,15.2682,13.3992,11.3418,8.9297,9.951,5.2274,11.7137,13.979,9.4717,10.3653,6.4536,10.704,10.4092,7.697,9.5832,8.1808,9.8292,10.5034,9.6134,9.836,Cancer
9.1567,7.927,8.8467,11.2946,3.0082,3.0082,12.0483,9.7648,10.9508,9.6472,11.7814,13.0018,12.8956,7.8171,10.536,10.6228,11.9672,8.207,9.4335,8.0725,12.1051,11.799,9.262,12.5286,Cancer
9.2875,7.566,11.099,13.0125,15.2951,13.2284,11.0411,8.3508,10.6872,6.0134,12.2342,15.1792,12.6397,9.346,5.7066,11.0427,10.9094,8.0239,8.4715,7.6407,9.8358,11.1553,9.1792,9.3838,Cancer
7.9304,5.8221,10.2553,12.4447,15.6297,7.054,11.5228,9.0301,11.6515,4.9517,12.1017,14.4685,13.9962,10.307,7.5713,11.4661,10.223,7.845,10.5215,6.5767,8.3919,12.6869,7.8468,10.4735,Cancer
8.9122,7.1518,10.692,8.8729,13.0206,4.1683,11.8918,9.2622,11.0491,4.972,12.1024,13.2234,13.8392,10.8557,5.1276,10.9642,10.5798,7.9072,10.5461,6.8725,10.5999,10.1135,9.2747,8.8111,Cancer
8.6021,7.569,10.9432,17.407,10.1589,7.257,9.0538,8.6626,11.494,5.4121,12.5949,10.8271,12.3964,8.9734,9.7461,10.8265,10.2879,6.5356,9.8393,8.8479,11.8293,8.6929,9.5342,10.9892,Cancer
6.2933,7.5685,11.7899,12.4061,6.2506,4.83,12.3421,10.3895,11.1918,10.083,11.9875,14.0087,13.9606,10.1902,7.0046,11.6955,11.0346,7.6922,9.8285,9.16,11.0019,9.634,8.9502,10.5143,Cancer
8.789,9.3268,10.8022,12.1923,13.4085,10.8296,11.1536,9.3684,8.6282,6.9102,12.9678,13.5312,13.0162,11.2606,8.1009,10.9164,10.8719,8.2185,9.3969,7.9684,11.5474,11.0303,8.3541,11.0126,Cancer
10.3962,9.9696,11.998,13.2113,3.9634,3.6582,11.7377,10.1558,10.2762,9.5163,13.0558,7.0249,12.0332,7.5406,9.9985,10.2868,11.3261,7.6515,10.1397,8.9613,13.5295,6.0654,8.7815,8.4457,Cancer
